Age,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,Ethnicity_Caucasian,Ethnicity_African_American,Ethnicity_Asian,Ethnicity_Other
0.0,0.75,0.40705104631821115,0.5862068965517241,0,1.0,0,0,0,1,1.8475354711387904,4.0,1,0,0,0
1.0,0.75,0.383552008108147,0.8620689655172413,0,0.25,0,1,0,0,0.3846169728564877,4.0,1,0,0,0
0.33333333333333304,0.75,0.7955234275264866,0.7241379310344828,0,0.0,1,1,0,0,0.94940609779728,4.0,0,0,0,1
0.33333333333333304,0.75,0.4567884448427755,0.9310344827586207,1,0.5,1,1,0,0,1.1409594184203395,4.0,1,0,0,0
0.0,0.25,0.170911661393022,0.7931034482758621,0,0.25,0,0,0,0,0.2614722600507521,4.0,0,0,0,1
1.0,0.25,0.26746415141280677,0.896551724137931,1,0.25,0,0,0,0,0.2182848568210317,4.0,1,0,0,0
0.0,0.25,0.5096456963258532,0.7241379310344828,1,0.25,0,1,0,0,1.0677635510419796,4.0,0,0,1,0
0.0,0.25,0.14757052021747574,0.10344827586206896,1,0.25,1,1,0,0,3.0189058584279675,1.0,0,1,0,0
0.6666666666666661,0.25,0.6123058537002232,0.7241379310344828,1,0.75,1,1,0,0,1.5268678317927231,4.0,0,0,1,0
0.6666666666666661,0.5,0.566344715373714,0.7931034482758621,1,0.25,0,0,0,0,1.0582873996898603,4.0,0,0,0,1
0.6666666666666661,0.25,0.715470941076198,0.24137931034482757,0,0.5,0,0,0,0,2.625128097732231,2.0,1,0,0,0
0.33333333333333304,0.5,0.9387295693702155,0.41379310344827586,1,1.0,0,0,0,0,2.8087548220286536,2.0,0,0,0,1
1.0,0.25,0.913250261606507,0.3103448275862069,0,0.5,0,1,0,0,2.888891669272444,2.0,1,0,0,0
1.0,0.25,0.9471101940826064,0.034482758620689655,1,0.75,1,1,0,0,4.0,0.0,1,0,0,0
1.0,0.5,0.24494399694923896,0.24137931034482757,0,1.0,0,0,1,0,2.515300272256249,2.0,1,0,0,0
1.0,0.5,0.1316636463165925,0.1724137931034483,0,0.25,1,0,0,0,2.5637654300150947,2.0,0,1,0,0
0.6666666666666661,0.5,0.3025712638528064,0.5172413793103449,0,0.5,0,0,0,0,1.7036118032323682,4.0,1,0,0,0
0.33333333333333304,0.5,0.8960611379718058,0.5862068965517241,0,0.75,0,0,1,0,2.0998851567205854,3.0,0,1,0,0
0.33333333333333304,0.25,0.9731179108034398,0.5517241379310345,0,1.0,1,0,0,0,2.4610469629080955,3.0,0,1,0,0
0.6666666666666661,0.5,0.860259811800696,0.1724137931034483,0,0.75,0,0,0,0,2.935477191694632,2.0,0,0,1,0
0.33333333333333304,0.0,0.1100912929998345,0.41379310344827586,1,0.25,1,0,1,0,1.9863780592187463,4.0,0,0,1,0
0.6666666666666661,0.25,0.94846412856253,0.7586206896551724,0,1.0,0,0,1,0,1.5715441913992825,4.0,1,0,0,0
1.0,0.5,0.42379176726057294,0.4482758620689655,0,0.25,0,1,0,0,1.6643106896610833,4.0,1,0,0,0
0.6666666666666661,0.0,0.009268104792976873,1.0,1,0.5,1,1,0,0,0.7562591665741925,4.0,1,0,0,0
1.0,0.25,0.44284936119936164,0.8620689655172413,0,0.5,0,1,0,0,0.8027695392342074,4.0,1,0,0,0
1.0,1.0,0.046069236084784956,0.6896551724137931,0,0.5,0,1,1,0,1.3423871779577343,4.0,1,0,0,0
0.0,1.0,0.5444501922868725,1.0,0,0.75,1,0,0,0,0.2865712882866222,4.0,1,0,0,0
0.6666666666666661,0.25,0.3388902896536909,0.3103448275862069,1,0.75,0,1,0,0,2.61383869367367,2.0,1,0,0,0
0.0,0.0,0.4739262342474978,0.7931034482758621,0,0.75,0,1,0,0,0.9290125546259368,4.0,0,0,0,1
0.6666666666666661,0.25,0.6138222798473858,0.3448275862068966,0,0.0,1,0,1,0,1.892758695926592,4.0,0,1,0,0
0.6666666666666661,0.25,0.8697468488730585,0.41379310344827586,0,0.5,0,0,1,0,2.331261549308754,3.0,1,0,0,0
0.0,0.75,0.6626095095200956,0.3793103448275862,0,0.75,0,1,0,0,2.234238472600233,3.0,0,1,0,0
0.0,0.25,0.43449489694195054,0.27586206896551724,0,0.5,0,1,0,0,2.3858282190764624,3.0,1,0,0,0
0.6666666666666661,0.5,0.8203168548064409,0.10344827586206896,1,1.0,0,0,0,0,3.347356743507809,1.0,1,0,0,0
0.33333333333333304,0.25,0.9065701684820743,0.20689655172413793,1,0.75,1,0,0,0,3.2618553073332905,1.0,0,1,0,0
1.0,1.0,0.11984473649796178,0.7931034482758621,0,0.75,0,1,0,0,1.0396238791477144,4.0,1,0,0,0
0.0,0.25,0.532491518600379,0.9655172413793103,0,0.0,0,1,0,0,0.0278186247324679,4.0,1,0,0,0
1.0,0.5,0.28478610347296107,0.7241379310344828,1,0.75,0,0,1,0,1.3299645378768772,4.0,0,0,0,1
0.33333333333333304,0.25,0.04706240456998624,0.034482758620689655,0,1.0,0,0,1,0,3.283916521897384,1.0,0,0,1,0
0.33333333333333304,0.5,0.6692622663730454,0.20689655172413793,0,0.5,1,0,0,0,2.937454182316864,2.0,0,1,0,0
0.33333333333333304,0.25,0.8637095989838386,0.9655172413793103,0,0.75,0,0,1,1,0.7388682028052602,4.0,0,1,0,0
0.0,0.25,0.1630370147713448,0.27586206896551724,0,0.5,1,1,0,0,2.556801662833417,2.0,0,1,0,0
0.33333333333333304,0.75,0.8132945963142121,0.13793103448275862,1,0.5,0,0,0,0,3.300928568970799,1.0,1,0,0,0
0.0,0.75,0.8543237789465644,0.48275862068965514,0,0.75,1,0,1,0,2.200682946560561,3.0,1,0,0,0
0.33333333333333304,0.75,0.9153385407818929,0.5862068965517241,0,0.75,0,1,0,0,1.8558655731681932,4.0,1,0,0,0
1.0,0.5,0.2655371325500732,0.10344827586206896,0,0.75,0,0,0,0,2.734401494419992,2.0,1,0,0,0
1.0,0.75,0.9049392235666623,0.6206896551724138,1,0.25,1,1,0,0,2.1317372971872284,3.0,0,1,0,0
0.6666666666666661,0.0,0.32097845188547947,0.6551724137931034,0,0.25,0,0,0,0,0.9797699107752862,4.0,1,0,0,0
1.0,0.25,0.5529200090079536,0.8620689655172413,0,0.75,0,1,0,0,0.994325023551287,4.0,0,0,0,1
0.6666666666666661,0.25,0.050512638833018535,0.20689655172413793,0,0.25,0,1,0,0,2.0746999767813343,3.0,0,0,0,1
1.0,0.5,0.043878639694828865,0.8620689655172413,0,0.5,0,0,0,0,0.500508035804656,4.0,0,0,1,0
0.0,0.25,0.7211483558202619,0.24137931034482757,0,0.0,1,1,0,0,2.532438417587673,2.0,0,1,0,0
1.0,0.25,0.4449379964478345,0.5517241379310345,0,0.25,0,1,0,0,1.4633780357856976,4.0,0,0,1,0
0.6666666666666661,0.5,0.25653408218651014,0.41379310344827586,0,0.75,1,1,0,0,2.342836773191855,3.0,1,0,0,0
0.6666666666666661,0.75,0.19057947856985527,0.7931034482758621,0,0.75,0,0,0,0,1.1588463344506037,4.0,0,0,1,0
0.33333333333333304,0.25,0.6706706791552589,0.6896551724137931,1,0.25,1,0,1,1,1.5237487447337323,4.0,1,0,0,0
0.0,0.25,0.00034911792481781513,0.9310344827586207,0,0.25,0,0,1,0,0.0,4.0,0,0,1,0
1.0,0.25,0.8067646106331909,0.7586206896551724,0,0.0,1,0,1,0,1.0586220144439875,4.0,1,0,0,0
0.33333333333333304,0.25,0.07928781168841952,0.3448275862068966,0,0.5,0,0,1,1,2.2297401841747666,3.0,0,0,1,0
1.0,0.25,0.19165683439455777,0.896551724137931,0,0.25,0,0,0,1,0.1947432807455151,4.0,0,0,0,1
1.0,0.5,0.3866274658647189,0.0,0,0.5,1,1,0,0,3.5069200713692137,0.0,1,0,0,0
0.33333333333333304,0.5,0.48536317142786206,0.034482758620689655,1,0.75,0,0,0,0,3.552286943350944,0.0,1,0,0,0
0.33333333333333304,0.5,0.35535027618832676,0.5517241379310345,1,0.75,0,1,0,0,2.23849135429023,3.0,0,0,0,1
0.33333333333333304,0.25,0.32102791892779636,0.13793103448275862,0,0.25,1,1,0,0,2.7084723438568763,2.0,1,0,0,0
0.33333333333333304,0.75,0.964971094672197,1.0,0,0.75,0,0,0,1,0.7329082339013866,4.0,0,0,1,0
0.33333333333333304,0.25,0.6422642553524867,1.0,0,1.0,0,0,1,0,0.9654824453045304,4.0,0,1,0,0
1.0,0.5,0.023407002650784783,0.1724137931034483,0,0.5,0,1,0,0,2.5552328599380942,2.0,1,0,0,0
0.33333333333333304,0.75,0.4306174851462542,0.8620689655172413,0,0.5,1,0,1,1,0.7443222999212357,4.0,1,0,0,0
0.0,0.25,0.8759615881101761,0.8275862068965517,0,0.5,0,0,0,0,0.7220565813951911,4.0,1,0,0,0
0.6666666666666661,0.25,0.30174980662966966,0.7931034482758621,1,0.25,1,1,0,1,1.2712295298373406,4.0,0,0,1,0
0.33333333333333304,0.75,0.0946121446158631,0.20689655172413793,0,0.75,1,0,1,1,2.52614214142023,2.0,1,0,0,0
0.33333333333333304,0.25,0.7592036069457254,0.9310344827586207,0,0.75,1,1,0,0,0.9424153953595232,4.0,0,1,0,0
1.0,0.5,0.6066575249906381,0.6896551724137931,1,0.5,0,1,0,0,1.515639098395023,4.0,1,0,0,0
0.33333333333333304,0.0,0.5709151641054364,1.0,0,0.75,1,0,0,0,0.6482739267081915,4.0,0,1,0,0
0.33333333333333304,0.5,0.05358525536266261,0.48275862068965514,0,0.75,0,1,1,1,2.0488500821388604,3.0,0,0,1,0
0.33333333333333304,0.25,0.1406076182899786,0.6206896551724138,0,0.0,1,0,0,1,0.8422959992571388,4.0,0,0,0,1
1.0,0.0,0.6232120960204448,0.5172413793103449,0,0.25,0,1,0,0,1.4641879236906472,4.0,1,0,0,0
0.33333333333333304,0.5,0.20800983627102684,0.8275862068965517,1,0.75,1,1,0,0,1.487946865169799,4.0,0,0,1,0
0.6666666666666661,0.25,0.5045965938750516,0.41379310344827586,1,1.0,0,0,0,0,2.587565796370635,2.0,0,0,1,0
1.0,0.25,0.545455110929545,0.13793103448275862,1,0.75,0,0,0,0,3.2208069781948727,1.0,0,1,0,0
0.6666666666666661,0.0,0.2837801790723218,0.06896551724137931,1,1.0,0,0,1,0,3.5451594318003106,0.0,0,0,0,1
1.0,0.25,0.9494624322237862,0.06896551724137931,0,0.5,0,0,0,0,3.0895989530746477,1.0,1,0,0,0
0.33333333333333304,0.25,0.843379586920988,0.6206896551724138,1,0.25,0,1,1,0,1.919956439918208,4.0,1,0,0,0
0.6666666666666661,0.0,0.723150949953591,0.4482758620689655,1,0.5,0,0,0,0,2.198593184586961,3.0,0,0,1,0
1.0,0.75,0.07803062856179542,0.5172413793103449,0,0.0,0,0,0,1,0.8782126167627767,4.0,1,0,0,0
0.0,0.0,0.10619912247458306,0.7241379310344828,0,0.75,1,0,1,0,1.340368647512407,4.0,0,0,1,0
0.33333333333333304,0.5,0.4932948841916367,0.5517241379310345,0,1.0,0,0,0,0,1.8195113357139088,4.0,0,0,1,0
1.0,0.25,0.16084519299480465,0.896551724137931,0,0.75,0,1,0,0,0.6193509314675341,4.0,1,0,0,0
0.0,0.25,0.9793370400606948,0.10344827586206896,0,0.5,1,0,1,1,3.619460869693516,0.0,0,0,1,0
1.0,0.75,0.1586495569618453,0.41379310344827586,1,0.25,1,1,0,0,2.17490279620988,3.0,1,0,0,0
0.0,0.25,0.4879752661927006,0.24137931034482757,1,0.25,0,1,1,0,2.974406014911044,2.0,0,1,0,0
0.33333333333333304,1.0,0.36448670700033536,0.6206896551724138,0,0.5,0,0,0,0,0.9807358437488028,4.0,0,1,0,0
0.6666666666666661,0.25,0.6400684745275678,0.13793103448275862,0,0.75,0,0,0,0,3.101673809015105,1.0,0,0,0,1
0.0,0.5,0.12913184173303324,0.034482758620689655,1,0.5,1,0,1,0,3.4982573417733205,1.0,1,0,0,0
1.0,0.5,0.4307581662641455,0.48275862068965514,0,1.0,1,0,0,0,2.590553445052984,2.0,1,0,0,0
0.33333333333333304,0.75,0.27496790399608834,0.034482758620689655,0,0.75,1,0,0,0,3.5350037581843186,0.0,0,1,0,0
0.0,0.5,0.8887190602382548,0.3448275862068966,1,0.25,0,1,0,0,2.8199217452931866,2.0,0,0,1,0
1.0,0.5,0.04057947560084833,0.41379310344827586,1,0.25,1,1,0,0,2.0165967745176614,3.0,0,1,0,0
1.0,0.25,0.9147248875699434,0.7586206896551724,1,0.75,0,0,0,0,1.3711850388917164,4.0,1,0,0,0
1.0,0.25,0.8338987334129134,0.3103448275862069,0,0.25,0,0,0,0,2.1047955879699045,3.0,1,0,0,0
0.0,0.75,0.2978598705184814,0.06896551724137931,0,0.75,0,0,0,0,3.030439088696523,1.0,1,0,0,0
0.0,0.25,0.7901450147038134,0.13793103448275862,1,0.5,0,1,0,0,3.58242187231196,0.0,0,0,1,0
0.0,0.25,0.031196551014256193,0.06896551724137931,0,0.25,1,0,0,0,2.4265467060392454,3.0,1,0,0,0
0.6666666666666661,0.5,0.9679240232299081,0.1724137931034483,1,0.5,1,0,0,0,3.161436270258364,1.0,1,0,0,0
0.0,0.25,0.5271473478497413,0.41379310344827586,0,0.5,1,0,0,0,2.122638529628868,3.0,0,0,0,1
0.0,1.0,0.30357674384069544,0.3103448275862069,0,0.75,0,1,0,0,2.204860580997317,3.0,1,0,0,0
0.0,0.5,0.3629470950832349,0.6206896551724138,0,0.0,1,0,1,1,1.182987500498048,4.0,0,0,0,1
0.6666666666666661,0.5,0.06642879523282594,0.24137931034482757,0,0.75,1,0,0,0,2.7387957163436,2.0,0,1,0,0
0.0,0.75,0.9904338311005438,0.5862068965517241,1,0.75,0,0,0,0,2.2379013009826028,3.0,0,0,1,0
1.0,0.0,0.039284221500421955,0.06896551724137931,0,0.75,1,0,0,0,3.139481546380388,1.0,1,0,0,0
0.0,0.25,0.6556070164434724,0.7931034482758621,1,0.0,1,1,0,0,1.0460447710800969,4.0,1,0,0,0
1.0,0.5,0.44319194148335805,0.7931034482758621,1,0.75,0,0,0,0,0.8164582452137992,4.0,0,0,1,0
1.0,0.25,0.9499540593214366,0.5517241379310345,0,0.5,1,0,1,0,2.03354462052118,3.0,0,0,1,0
1.0,0.5,0.24622961628682397,0.24137931034482757,1,0.5,1,1,0,0,2.432078522782237,3.0,0,0,1,0
0.6666666666666661,0.75,0.5326455418238466,0.3103448275862069,0,0.75,1,0,0,0,2.6597713195279016,2.0,1,0,0,0
0.6666666666666661,0.5,0.4828577637679071,0.034482758620689655,1,0.5,1,0,0,1,3.588887939765012,0.0,0,0,1,0
0.6666666666666661,0.25,0.7036214640375127,0.3793103448275862,0,0.75,0,1,0,0,2.3145876278110027,3.0,0,0,1,0
0.0,1.0,0.06803551844732507,0.7586206896551724,0,0.25,1,1,0,1,1.00722582021403,4.0,0,1,0,0
1.0,0.5,0.19395899268026887,0.1724137931034483,0,0.75,1,0,0,0,2.8816123214605245,2.0,0,0,1,0
0.6666666666666661,0.5,0.21475856330190266,0.034482758620689655,0,0.25,0,1,1,0,2.804504928911685,2.0,0,0,1,0
0.6666666666666661,0.25,0.7389463322700679,0.6896551724137931,1,0.75,0,1,0,0,1.7629211240998668,4.0,0,1,0,0
0.0,0.75,0.18930321355714894,0.7586206896551724,0,1.0,1,0,0,1,1.11991126295732,4.0,1,0,0,0
0.6666666666666661,0.5,0.5740980745558746,0.7931034482758621,0,0.5,0,0,0,0,1.0306575057198797,4.0,1,0,0,0
0.0,0.5,0.21543834418490743,0.06896551724137931,0,0.5,1,0,0,0,3.0756193536614336,1.0,1,0,0,0
0.33333333333333304,0.75,0.8625624545408893,0.5517241379310345,1,0.75,1,1,0,0,2.631434065124418,2.0,1,0,0,0
0.6666666666666661,0.25,0.9432155589670231,0.9655172413793103,0,0.0,0,1,1,1,0.5030669073279145,4.0,1,0,0,0
0.33333333333333304,0.5,0.5190360674207546,0.20689655172413793,0,0.5,0,0,0,0,2.784237837142815,2.0,1,0,0,0
0.0,0.75,0.35266095690302507,0.9655172413793103,0,0.5,0,0,0,0,0.2476267650865634,4.0,1,0,0,0
1.0,0.25,0.2342739243427801,0.6896551724137931,0,0.75,0,0,0,1,1.189548769618786,4.0,1,0,0,0
0.6666666666666661,0.5,0.04978533448589894,0.13793103448275862,1,0.75,1,0,0,1,3.3759940088028397,1.0,0,0,1,0
0.0,0.75,0.268755815118422,0.7586206896551724,1,0.75,0,0,0,0,1.293573556445951,4.0,0,0,0,1
1.0,0.5,0.6549349015675815,0.0,1,0.75,0,0,1,1,3.7185869042869646,0.0,1,0,0,0
1.0,0.5,0.5341774079721906,0.24137931034482757,0,0.75,1,0,0,0,2.670559614819829,2.0,0,0,0,1
0.33333333333333304,0.75,0.9450735159291794,0.3793103448275862,1,0.5,1,0,0,0,2.369648013449619,3.0,0,1,0,0
0.0,0.75,0.39667987450080106,0.4482758620689655,0,0.5,0,1,0,0,1.6244868202221543,4.0,1,0,0,0
1.0,0.25,0.6946080137286177,0.5172413793103449,1,0.5,1,1,0,0,2.5374768278143587,2.0,1,0,0,0
0.6666666666666661,0.0,0.4898323103266726,0.3103448275862069,0,1.0,0,1,0,0,2.298417928509479,3.0,0,1,0,0
0.6666666666666661,0.5,0.5131125074025304,0.48275862068965514,0,0.75,1,0,0,0,2.2598041504961186,3.0,0,0,1,0
0.33333333333333304,0.5,0.2680292193006447,0.6896551724137931,0,0.5,0,1,0,0,1.3213433008698847,4.0,0,0,1,0
1.0,0.5,0.45542083093913305,0.7931034482758621,0,0.75,0,1,0,0,0.9499742281238568,4.0,1,0,0,0
0.0,0.5,0.47127325170481954,0.8620689655172413,0,0.5,1,0,0,1,0.818786616073051,4.0,1,0,0,0
0.6666666666666661,0.25,0.7074018821370763,0.48275862068965514,1,0.75,0,0,0,0,2.3392245127535936,3.0,1,0,0,0
1.0,0.5,0.941668327244721,0.3103448275862069,0,0.5,0,1,0,0,2.6827762879633723,2.0,1,0,0,0
1.0,0.25,0.32964692714351096,0.6896551724137931,1,0.25,1,0,0,0,1.543837471085622,4.0,1,0,0,0
0.33333333333333304,0.5,0.04219608812421187,0.9310344827586207,0,0.75,1,0,0,0,0.1969011048236224,4.0,1,0,0,0
0.6666666666666661,0.5,0.4968127027303614,0.20689655172413793,0,0.75,0,0,0,0,2.748610257448085,2.0,0,0,1,0
0.6666666666666661,0.25,0.5450342738748638,0.8620689655172413,1,0.5,1,0,1,0,1.1048937876999445,4.0,0,0,0,1
0.0,0.25,0.16858127694389957,0.06896551724137931,0,0.5,1,0,0,0,2.553439811443938,2.0,1,0,0,0
0.6666666666666661,0.5,0.761285832291366,0.034482758620689655,0,0.75,1,0,0,1,3.2742334588098787,1.0,0,0,0,1
0.0,0.5,0.9860083444785689,0.1724137931034483,1,0.75,0,0,0,0,3.1860603780389143,1.0,1,0,0,0
0.6666666666666661,0.25,0.9468089471524506,0.6896551724137931,0,0.75,1,0,0,0,1.722115750240589,4.0,1,0,0,0
0.33333333333333304,1.0,0.19727971409103934,0.27586206896551724,0,0.5,1,1,0,0,2.3380463575903736,3.0,1,0,0,0
0.6666666666666661,0.5,0.8763165357920438,0.3103448275862069,1,1.0,1,1,0,0,3.273998748434336,1.0,0,1,0,0
0.0,1.0,0.7052505267702798,0.10344827586206896,0,0.75,0,0,0,0,2.993502391205279,2.0,0,0,0,1
0.0,0.5,0.45431534866981643,0.896551724137931,1,0.75,1,0,0,0,0.8963978990233954,4.0,0,1,0,0
0.33333333333333304,0.5,0.5411795102916235,0.06896551724137931,0,0.75,0,0,0,0,2.9610552588035977,2.0,1,0,0,0
0.6666666666666661,0.75,0.850523857599141,0.27586206896551724,0,0.25,1,0,0,0,2.6743510954520984,2.0,0,1,0,0
0.6666666666666661,0.5,0.48063394159286865,0.7931034482758621,0,0.0,1,1,0,0,1.2178731513333656,4.0,1,0,0,0
0.33333333333333304,0.5,0.37358346349724264,0.7241379310344828,1,0.75,0,0,0,0,1.36559111032951,4.0,0,0,1,0
0.6666666666666661,0.25,0.49376156716406683,0.5517241379310345,0,0.5,0,0,0,1,1.5222748446854282,4.0,0,1,0,0
0.6666666666666661,0.5,0.5797425953276023,0.4482758620689655,1,0.75,0,0,0,0,2.2314023973705024,3.0,1,0,0,0
0.0,0.25,0.1892421008435909,0.3103448275862069,0,0.5,1,0,0,0,2.135266354890094,3.0,0,1,0,0
0.6666666666666661,0.25,0.9018903881930369,0.41379310344827586,0,0.5,0,0,0,0,2.255698914963147,3.0,0,1,0,0
0.6666666666666661,0.0,0.674909003260712,0.3793103448275862,1,0.25,1,0,1,0,2.751145787611705,2.0,1,0,0,0
0.33333333333333304,0.0,0.6339439386649358,0.896551724137931,0,0.75,1,1,0,0,0.8976341586164038,4.0,0,1,0,0
0.33333333333333304,1.0,0.09955770415338504,0.0,0,0.25,1,0,0,1,3.117354434785501,1.0,1,0,0,0
1.0,0.25,0.604815516367002,0.9310344827586207,0,0.75,1,0,1,0,1.2875951312580094,4.0,0,0,1,0
0.0,0.5,0.12104681244030577,0.7241379310344828,0,0.5,0,0,0,0,0.5710530980330257,4.0,0,0,1,0
0.6666666666666661,0.75,0.07873524633859885,0.9655172413793103,0,0.75,1,0,0,0,0.5813557994949716,4.0,0,0,1,0
0.6666666666666661,0.5,0.5278641238523479,0.6206896551724138,0,0.25,0,0,1,0,1.6434624040739565,4.0,0,1,0,0
1.0,0.25,0.40319562696803096,0.6206896551724138,0,0.25,0,0,0,0,1.2348440407820207,4.0,0,1,0,0
0.6666666666666661,0.5,0.5894341886303603,0.1724137931034483,0,0.75,0,1,0,1,2.968093619579765,2.0,1,0,0,0
0.0,0.5,0.08927183654592638,0.41379310344827586,0,0.5,1,0,0,0,2.009298479722319,3.0,0,0,1,0
1.0,0.5,0.43142556733030984,0.6206896551724138,0,0.25,1,0,0,0,1.146086034129592,4.0,1,0,0,0
0.0,0.5,0.17493473543545496,0.41379310344827586,1,1.0,0,0,0,0,2.1923631978552875,3.0,1,0,0,0
1.0,1.0,0.9881818173844884,0.896551724137931,1,0.25,1,0,0,0,0.94573087329995,4.0,1,0,0,0
1.0,0.5,0.561742337142252,0.8620689655172413,0,0.5,1,0,0,0,0.5672500284902902,4.0,1,0,0,0
0.33333333333333304,0.25,0.6881741454421076,0.7241379310344828,0,0.25,0,0,0,0,0.9707643470928292,4.0,0,1,0,0
0.0,0.5,0.3257394440561186,0.6896551724137931,1,0.5,1,0,1,1,1.6560601255004677,4.0,1,0,0,0
0.6666666666666661,0.0,0.09479492447534169,0.10344827586206896,0,0.5,0,0,1,0,2.8393132491560324,2.0,0,0,1,0
0.6666666666666661,0.75,0.9769396868484,0.7931034482758621,0,0.25,0,0,1,1,0.189818059909026,4.0,1,0,0,0
0.0,0.25,0.28653518728434524,0.034482758620689655,0,0.75,1,0,0,0,3.25829468502287,1.0,1,0,0,0
0.6666666666666661,0.25,0.42424244251586635,0.48275862068965514,1,0.5,0,0,0,0,1.9200558526588956,4.0,0,1,0,0
0.6666666666666661,0.75,0.6505580181060199,0.3793103448275862,0,0.75,0,0,0,0,2.0217714943693785,3.0,1,0,0,0
0.0,0.5,0.024672798263841896,1.0,1,0.25,1,0,0,0,0.1259330746249498,4.0,1,0,0,0
1.0,0.25,0.811137592693137,0.896551724137931,1,0.5,1,0,0,0,1.2870134123902284,4.0,0,0,1,0
0.0,0.5,0.5371420705011972,0.20689655172413793,0,0.0,1,0,1,0,2.591426703229313,2.0,1,0,0,0
1.0,0.75,0.27848409529252643,0.6551724137931034,1,0.75,0,0,0,0,1.4633796485356,4.0,0,0,1,0
0.6666666666666661,0.25,0.06162591274492289,0.5862068965517241,0,0.75,0,0,0,0,1.465549386433812,4.0,1,0,0,0
